answerId,text,identificatorKey,identificatorId,identificatorReadableName,identificatorDescription,answer_configId,type,customer,virtualIntentName,intent,entityName,normalizedEntityValue,answer_channel,redirect_to_config,readable_redirect_to_config,cancelButtonLabel,entityId,entity_key,adaptive_cards_length,cards_length,button_length,buttons
102296,"Sie haben jederzeit die Möglichkeit, Ihre Bankverbindung unter der Funktion **""Meine Bankdaten""** im Kundenportal zu ändern.",afterCarousel,530,Text nach Karussell,"Nachricht, die nach dem Karussell angezeigt wird.",50167,CarouselDialog,thuegaenergie,Angebotene Zahlungsarten,AP_offeredPaymentOptions,noneEntity,noneNormalizedValue,default,0,,? Auswahl beenden,0,,,2,1,"[{""type"": ""openUrl"", ""order"": 1, ""title"": ""Kundenportal ?"", ""value"": ""https://www.thuega-energie-gmbh.de/kundenportal"", ""answer_config"": null, ""identificator"": null}]"
102141,"Sie nennen uns bei der Anmeldung Ihren bisherigen Jahresverbrauch. In Verbindung mit Ihrem Strom- oder Gastarif ergeben sich daraus die Jahreskosten. Diese Kosten legen wir dann auf Ihre monatliche Abschlagszahlung um.   ?? Grundsätzlich sind in einem Jahr **11 Abschläge** zu zahlen. Im 12. Monat kommt dann die Jahresverbrauchsabrechnung, aus der sich dann Ihr Abschlag für das Folgejahr ergibt.",,0,,,50169,multi,thuegaenergie,Zahlplan,AP_payPlan,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,0,
102193,"Aufgrund der extrem in die Höhe gegangenen Großhandelspreise sind die Verbraucherpreise für Strom und Erdgas ebenfalls deutlich gestiegen. Die Preissteigerung kann durch ##utilityName## nicht mehr 1 zu 1 abgefangen werden, so dass wir gezwungen sind, einen Teil der gestiegenen Kosten an unsere Kund*innen weiterzugeben.  Die Gründe für diese Preissteigerungen sind vielfältig, im Vordergrund steht aktuell der russische Angriffskrieg auf die Ukraine und die damit unsichere Lage der Erdgasversorgung in Deutschland.  Ob Sie von einer Preisanpassung betroffen sind und wie sich die Preisveränderung bei Ihrem Vertrag auswirkt wird Ihnen rechtzeitig (mindestens mit einer Vorlaufzeit von 6 Wochen) per Brief ?? mitgeteilt.  Weiterführende Informationen finden sie in der detaillierten Erklärung unten ??  Sollte Ihre Frage nicht dabei sein, nehmen Sie bitte gerne Kontakt zu uns auf!",,0,,,50170,multi,thuegaenergie,Preiserhöhung,AP_reasonForPriceIncrease,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,2,"[{""type"": ""openUrl"", ""order"": 2, ""title"": ""FAQ Strom & Gas ?"", ""value"": ""https://www.thuega-energie-gmbh.de/service/faq/strom-gas"", ""answer_config"": null, ""identificator"": null}, {""type"": ""messageBack"", ""order"": 1, ""title"": ""Zum Live-Chat "", ""value"": ""Zum Live-Chat"", ""answer_config"": 50218, ""identificator"": null}]"
102267,"Falls Sie mit Ihren über das Jahr verteilten Abschlagszahlungen mehr an uns bezahlt als tatsächlich verbraucht haben, erhalten Sie den zu viel bezahlten Betrag im Rahmen der Jahresabrechnung als **Guthaben** auf Ihr Kundenkonto. Sofern Sie eine Bankverbindung bei uns hinterlegt haben, überweisen wir Ihnen das Geld direkt auf das angegebene Konto.   Sie können ihre Daten zeitsparend jederzeit online im **Kundenportal** einsehen.    Vielleicht kann Ihnen auch einer meiner menschlichen ##colleagueplural## beim Thema **Guthabenerstattung** weiterhelfen?    **Servicezeiten Live-Chat:\ Mo. - Fr. 08:00 - 18:00 Uhr** ",,0,,,50172,multi,thuegaenergie,Guthabenerstattung,AP_refundCredit,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,2,"[{""type"": ""openUrl"", ""order"": 2, ""title"": ""Kundenportal ?"", ""value"": ""https://www.thuega-energie-gmbh.de/kundenportal"", ""answer_config"": null, ""identificator"": null}, {""type"": ""messageBack"", ""order"": 1, ""title"": ""Zum Live-Chat"", ""value"": ""Zum Live-Chat"", ""answer_config"": 50218, ""identificator"": null}]"
102223,Gerne kann Ihnen beim Thema **Mahnung** einer meiner menschlichen ##colleagueplural## weiterhelfen.   Verwenden Sie hierfür unseren **Live-Chat** \  (Mo. bis Fr. 8:00 -18:00 Uhr)  ,,0,,,50174,multi,thuegaenergie,Mahnung,AP_reminder,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,1,"[{""type"": ""messageBack"", ""order"": 1, ""title"": ""Zum Live-Chat "", ""value"": ""Zum Live-Chat"", ""answer_config"": 50218, ""identificator"": null}]"
102098,Das Formular für Ihre Teilnahme am SEPA Lastschriftverfahren (z.B. für die Zahlung Ihrer Abschläge) können Sie ganz einfach in unserem Kundenportal finden:,,0,,,50177,multi,thuegaenergie,Formular für Lastschriftmandate,AP_SEPAmandate,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,1,"[{""type"": ""openUrl"", ""order"": 1, ""title"": ""Kundenportal ?"", ""value"": ""https://www.thuega-energie-gmbh.de/kundenportal"", ""answer_config"": null, ""identificator"": null}]"
102092,"Ein Abschlag ist eine **Art Ratenzahlung für die Energie**, die Sie i.d.R. im gesamten Jahr verbrauchen.\  Wir berechnen den Abschlag aus Ihrem **voraussichtlichen Jahresverbrauch** für Strom oder Erdgas sowie den **aktuell anfallenden Energiekosten**. Für die Schätzung Ihres voraussichtlichen Energieverbrauchs dient Ihr Vorjahresverbrauch als Maßstab ??. Damit Sie in der Jahresabrechnung keine hohe Nachzahlung begleichen müssen, teilen wir die voraussichtliche Rechnungssumme gleichmäßig auf.\  ?? Das heißt: Bis zur nächsten Rechnung zahlen Sie **gleiche monatliche Abschläge** für Ihren Jahresverbrauch ??.",,0,,,50179,multi,thuegaenergie,Erklärung zur Abschlagszahlung,AP_whatIsAdvancePayment,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,1,"[{""type"": ""messageBack"", ""order"": 1, ""title"": ""Abschlag ändern"", ""value"": ""Abschlag ändern"", ""answer_config"": 50152, ""identificator"": null}]"
102093,"Zeigt sich bei der Jahresabrechnung, dass Sie **zu hohe Abschlagszahlungen** geleistet haben, zahlen wir Ihnen Ihr Guthaben natürlich schnellstmöglich zurück ??.",,0,,,50179,multi,thuegaenergie,Erklärung zur Abschlagszahlung,AP_whatIsAdvancePayment,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,0,
105184,"Zu diesem Anliegen kann ich Ihnen aktuell leider noch keine Auskunft geben. Einige Themen, bei denen ich Ihnen weiterhelfen kann, sind im **Menü** zusammengestellt.",,0,,,56349,multi,thuegaenergie,App,appDownload,noneEntity,noneNormalizedValue,default,0,,abbrechen,0,,,0,1,"[{""type"": ""messageBack"", ""order"": 1, ""title"": ""Menü aufrufen"", ""value"": ""Menü aufrufen"", ""answer_config"": 50220, ""identificator"": null}]"
129065,"Im Kundenportal gibt es die Funktion **Abschlagsprüfung durchführen**. Dort haben Sie die Möglichkeit einen Zählerstand zum gewünschten Stichtag einzugeben.   Das Abrechnungssystem berechnet dann den Gesamtbetrag, die geleisteten Abschläge und ob es zu einer Nachzahlung oder einem Guthaben zum Zeitpunkt Ihres eingegebenen Stichtags kommt. Die simulierten Informationen sind ausschließlich zu Ihrer Information gedacht.",,0,,,52704,multi,thuegaenergie,Abschlagsprüfung,ascertainPaymentAmount,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,1,"[{""type"": ""openUrl"", ""order"": 1, ""title"": ""Zum Kundenportal ?"", ""value"": ""https://www.thuega-energie-gmbh.de/kundenportal"", ""answer_config"": null, ""identificator"": null}]"
102173,"Wenn Sie Ihren **Stromverbrauch** noch nicht einschätzen können, empfehlen wir Ihnen, sich zunächst an den Durchschnittswerten zu orientieren.\ Haushaltsgröße  (Ø-Verbrauch) - 1 Person          (2000 kWh)  - 2 Personen  (2500 kWh)   - 3 Personen  (3200 kWh) - 4 Personen  (4200 kWh)  ",,0,,,50182,multi,thuegaenergie,Durchschnittlicher Stromverbrauch ,averageConsumption,ProductType_L,Strom,default,0,,Auswahl beenden,0,,,0,0,
102196,"Wenn Sie Ihren **Gasverbrauch** noch nicht einschätzen können, empfehlen wir Ihnen, sich zunächst an den **Durchschnittswerten** zu orientieren.\ Wohnfläche   (Ø-Verbrauch) - 30 m²          (5000 kWh)  - 50 m²   (10000 kWh)   - 100 m²    (25000 kWh) - 150 m²   (30000 kWh)  ",,0,,,50181,multi,thuegaenergie,Durchschnittlicher Gasverbrauch,averageConsumption,ProductType_L,Gas,default,0,,Auswahl beenden,0,,,0,0,
102494,"Mithilfe **durchschnittlicher Verbrauchswerte** können Sie auch Ihren Verbrauch besser einschätzen, sofern Sie sich darüber unsicher sind. Um welche Energiesparte geht es genau?",,0,,,50180,multi,thuegaenergie,Durchschnittlicher Energieverbrauch,averageConsumption,noneEntity,noneNormalizedValue,default,0,,abbrechen,0,,,0,2,"[{""type"": ""messageBack"", ""order"": 2, ""title"": ""Gas"", ""value"": ""Wie ist der durchschnittliche Gasverbrauch?"", ""answer_config"": 50181, ""identificator"": null}, {""type"": ""messageBack"", ""order"": 1, ""title"": ""Strom"", ""value"": ""Wie ist der durchschnittliche Stromverbrauch?"", ""answer_config"": 50182, ""identificator"": null}]"
102286,"Alle wichtigen Unterlagen, auch Kopien von Ihren Abrechnungen, finden Sie im Kundenportal.  Melden Sie sich an und klicken Sie auf den Bereich „Postfach“.",,0,,,50183,multi,thuegaenergie,Rechnungen einsehen,billOverview,noneEntity,noneNormalizedValue,default,50209,customerPortal + noneEntity + noneNormalizedValue + default,Auswahl beenden,0,,,0,1,"[{""type"": ""openUrl"", ""order"": 1, ""title"": ""Kundenportal ?"", ""value"": ""https://www.thuega-energie-gmbh.de/kundenportal"", ""answer_config"": null, ""identificator"": null}]"
102119,"Sie haben Fragen zur Ankunft Ihrer Rechnung? \ Um welche Rechnung geht es Ihnen?   Bitte wählen Sie zwischen der Jahresabrechnung oder der End-/Schlussrechnung, z.B. bei Kündigung.  Weitere Informationen zu ihren Verträgen und Rechnungen erhalten Sie im Kundeportal:",,0,,,50188,multi,thuegaenergie,Rechnungszeitpunkt,billTime,noneEntity,noneNormalizedValue,default,0,,Auswahl beenden,0,,,0,3,"[{""type"": ""messageBack"", ""order"": 2, ""title"": ""End-/Schlussabrechnung"", ""value"": ""Wann erhalte ich meine Endabrechnung?"", ""answer_config"": 50184, ""identificator"": null}, {""type"": ""messageBack"", ""order"": 3, ""title"": ""Jahresabrechnung"", ""value"": ""Wann erhalte ich meine Jahresabrechnung?"", ""answer_config"": 50186, ""identificator"": null}, {""type"": ""openUrl"", ""order"": 1, ""title"": ""Kundenportal ?"", ""value"": ""https://www.thuega-energie-gmbh.de/kundenportal"", ""answer_config"": null, ""identificator"": null}]"
102326,"Ihr Endabrechnung wird etwa zwei bis vier Wochen nach Vertragsende erstellt. Bei Rechnungen sind wir zusätzlich auf die Daten Ihres Netzbetreibers angewiesen, um Ihnen die Rechnung korrekt erstellen zu können. ??   Ihre Endabrechnung wird Ihnen per E-Mail zugesendet.  Ab dann finden Sie die Rechnung auch in Ihrem Postfach im Kundenportal:",,0,,,50184,multi,thuegaenergie,Rechnungszeitpunkt Endabrechnung,billTime,invoiceType_L,Endabrechnung,default,0,,Auswahl beenden,0,,,0,2,"[{""type"": ""messageBack"", ""order"": 1, ""title"": ""Abrechnungsturnus ändern"", ""value"": ""Abrechnungsturnus ändern"", ""answer_config"": 50156, ""identificator"": null}, {""type"": ""openUrl"", ""order"": 2, ""title"": ""Kundenportal ?"", ""value"": ""https://www.thuega-energie-gmbh.de/kundenportal"", ""answer_config"": null, ""identificator"": null}]"
102327,"Ihre Jahresrechnung erhalten Sie im Netzgebiet der Thüga Energienetze zum **30.09.2022**, d.h. die Rechnung geht Ihnen ab Anfang Oktober zu.   In anderen Netzgebieten kann der Termin anders festgelegt sein. Bei der ##utilityName## erhalten Sie Ihre Rechnung also immer ungefähr **zum gleichen Datum**, im ersten Jahr kann der Rechnungszeitraum allerdings - je nach Ihrem Einstieg bei uns - abweichen.  Sie erhalten im Allgemeinen Ihre Rechnung per **Post**, auf **Wunsch** oder wenn Sie ein **Online-Produkt** abgeschlossen haben, erhalten Sie diese per E-Mail. Wenn Sie sich für unser Kundenportal registriert haben, können Sie die Dokumente auch dort abrufen.  ",,0,,,50186,multi,thuegaenergie,Rechnungszeitpunkt Jahresabrechnung,billTime,invoiceType_L,Jahresabrechnung,default,0,,Auswahl beenden,0,,,0,2,"[{""type"": ""messageBack"", ""order"": 1, ""title"": ""Abrechnungsturnus ändern"", ""value"": ""Abrechnungsturnus ändern"", ""answer_config"": 50156, ""identificator"": null}, {""type"": ""openUrl"", ""order"": 2, ""title"": ""Kundenportal ?"", ""value"": ""https://www.thuega-energie-gmbh.de/kundenportal"", ""answer_config"": null, ""identificator"": null}]"
109406,"Wir bieten grundsätzlich verschiedene **Datenübertragungsraten** an.                                           Welcher Tarif für Sie der richtige ist, hängt u. a. von deinen **Online-Aktivitäten** sowie von der **Anzahl der Geräte** ab, die auf den Internetanschluss zugreifen sollen.                                                                     Weitere Informationen finden Sie hier. ?? ",,0,,,59934,multi,thuegaenergie,Datenübertragungsrate,bitRate,noneEntity,noneNormalizedValue,default,0,,abbrechen,0,,,0,1,"[{""type"": ""openUrl"", ""order"": 1, ""title"": ""FAQ ThügaConnect ?"", ""value"": ""https://www.thuega-energie-gmbh.de/service/faq/internet-telefonie-tv"", ""answer_config"": null, ""identificator"": null}]"
102070,Bei einer **Störung im Stromnetz** ? wenden Sie sich bitte an Ihren örtlichen Netzbetreiber.  Dieser ist zuständig für die Instandhaltung Ihres Stromnetzes. Er wird sich unverzüglich um die Störung kümmern und diese auf schnellstem Wege beheben.  Die Nummer finden Sie meistens Direkt am Zähler. Idealerweise speichern Sie sich diese gleich im Telefon ??.,,0,,,50192,multi,thuegaenergie,Störung melden Strom,blackout,blackoutType_L,Strom,default,0,,Auswahl beenden,0,,,0,0,
102137,"Sie haben Gasgeruch wahrgenommen? Gasgeruch ist kein Grund zur Panik, bleiben Sie bitte ruhig und beachten Sie die folgenden Punkte: \ **Geruch des Gases:** Erdgas ist von Natur aus geruchlos! Dem Erdgas wird jedoch ein Geruchsstoff zugesetzt, damit auch kleinste Gasmengen sofort bemerkt werden ??    **Faustregel bei Gasgeruch:** ??? - warnen Sie Mitbewohner, - öffnen Sie alle Fenster und Türen, - sorgen Sie für Durchzug, - nutzen Sie keine Feuerzeuge, elektrische Schalter, Klingeln oder Handys  Rufen Sie umgehend den Störungsdienst des örtlichen Netzbetreibers ??. Dessen Nummer finden Sie meistens direkt am Zähler. Idealerweise speichern Sie sich diese gleich in Ihrem Smartphone ab. ",,0,,,50190,multi,thuegaenergie,Störung melden Gas,blackout,blackoutType_L,Gas,default,0,,Auswahl beenden,0,,,0,0,
